participant,exp_name,date,session,eccentricity,eccentricityDVA,gaborSize,gaborSizeDVA,gaborSF,gaborSFDVA,training-test,trial,xPosition,yPosition,meridian,contrast,ori,VF,resp,accuracy,accCount,condition,trialCount,contrastRule
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,102,-668.5,0.0,meridianH,0.04,vertical,left,right,0,0,left_vertical,11,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,103,0.0,668.5,meridianV,0.44999999999999996,horizontal,up,up,1,1,up_horizontal,13,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,104,0.0,668.5,meridianV,0.43999999999999995,vertical,up,up,1,2,up_vertical,14,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,105,0.0,668.5,meridianV,0.44999999999999996,horizontal,up,up,1,2,up_horizontal,14,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,106,668.5,0.0,meridianH,0.77,vertical,right,right,1,4,right_vertical,17,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,107,0.0,-668.5,meridianV,0.43999999999999995,horizontal,down,down,1,1,down_horizontal,14,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,108,0.0,668.5,meridianV,0.42999999999999994,vertical,up,up,1,1,up_vertical,15,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,109,0.0,668.5,meridianV,0.42999999999999994,vertical,up,up,1,2,up_vertical,16,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,110,-668.5,0.0,meridianH,0.05,vertical,left,up,0,0,left_vertical,12,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,111,0.0,-668.5,meridianV,0.71,vertical,down,down,1,2,down_vertical,14,highCont
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,112,0.0,668.5,meridianV,0.41999999999999993,vertical,up,up,1,1,up_vertical,17,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,113,668.5,0.0,meridianH,0.42999999999999994,vertical,right,right,1,1,right_vertical,18,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,114,-668.5,0.0,meridianH,0.44999999999999996,horizontal,left,left,1,2,left_horizontal,13,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,115,0.0,-668.5,meridianV,0.43999999999999995,horizontal,down,down,1,2,down_horizontal,15,staircase
THSO15,measure_radialbias,2023-12-06_16h39.21.910,1,15,668.5,266,6,0.176,4,test,116,0.0,668.5,meridianV,0.86,vertical,up,up,1,2,up_vertical,18,highCont
